"dayNr","DMCont","country"
260,37.2182709460544,"NG"
261,37.2729993042548,"NG"
262,37.3220178515036,"NG"
263,37.3657577945488,"NG"
264,37.4045941365221,"NG"
265,37.4388477125759,"NG"
266,37.4687863039053,"NG"
267,37.4946348072055,"NG"
268,37.5165831164781,"NG"
269,37.5347909669399,"NG"
270,37.5493923772548,"NG"
271,37.5604941770137,"NG"
272,37.5681813594014,"NG"
273,37.5725227437417,"NG"
274,37.573574749777,"NG"
275,37.5713834578983,"NG"
276,37.5659860798839,"NG"
277,37.5574121740873,"NG"
278,37.5456841260368,"NG"
279,37.5308155189139,"NG"
280,37.5128108073034,"NG"
281,37.4916697245423,"NG"
282,37.4674579401622,"NG"
283,37.4406489152242,"NG"
284,37.4120795351253,"NG"
285,37.3827553738425,"NG"
286,37.3536831245532,"NG"
287,37.3257294520447,"NG"
288,37.2995312165205,"NG"
289,37.2754611193199,"NG"
290,37.2536433704388,"NG"
291,37.2339994187319,"NG"
292,37.2163032067545,"NG"
293,37.2002421468807,"NG"
294,37.1854650040088,"NG"
295,37.1716156863633,"NG"
296,37.1583551270667,"NG"
297,37.1453736163357,"NG"
298,37.1323962613167,"NG"
299,37.119182558248,"NG"
300,37.1055207965542,"NG"
301,37.0912295494003,"NG"
302,37.0761556654579,"NG"
303,37.060171665988,"NG"
304,37.0431708481605,"NG"
305,37.0250636462968,"NG"
306,37.005774845103,"NG"
307,36.9852412079241,"NG"
308,36.9634094275731,"NG"
309,36.9402340978881,"NG"
310,36.9156759223406,"NG"
311,36.8897034075428,"NG"
312,36.8622986475052,"NG"
313,36.8334516395479,"NG"
314,36.803155945453,"NG"
315,36.7677102219938,"NG"
316,36.7358305041102,"NG"
317,36.7058802193094,"NG"
318,36.6700925041051,"NG"
319,36.6467009987254,"NG"
320,36.6312063696002,"NG"
321,36.6241471323812,"NG"
322,36.6243853123138,"NG"
323,36.5769124425436,"NG"
324,36.5259873905833,"NG"
325,36.5015044593136,"NG"
326,36.4444435588668,"NG"
327,36.4179572955226,"NG"
328,36.3918433108837,"NG"
329,36.3660210012989,"NG"
330,36.2939216884554,"NG"
331,36.2153778927953,"NG"
332,36.1802137753891,"NG"
333,36.1430354334113,"NG"
334,36.1026462445077,"NG"
335,36.0015525976175,"NG"
336,35.9509111042183,"NG"
337,35.9516978521906,"NG"
338,35.9459879086183,"NG"
339,35.9330197232012,"NG"
340,35.8591135582907,"NG"
341,35.7800021179296,"NG"
342,35.7507398173082,"NG"
343,35.7172920877963,"NG"
344,35.6265403350991,"NG"
345,35.5324581357381,"NG"
346,35.4353616743307,"NG"
347,35.335580683706,"NG"
348,35.2335242102035,"NG"
349,35.0726615303028,"NG"
350,35.0245150288205,"NG"
351,34.9759773141687,"NG"
352,34.9276203258052,"NG"
353,34.8799020081733,"NG"
354,34.8331448368279,"NG"
355,34.728220092212,"NG"
356,34.6241723398716,"NG"
357,34.4632461816533,"NG"
358,34.3067268818182,"NG"
359,34.2650687958075,"NG"
360,34.1695813543535,"NG"
361,34.0766579344785,"NG"
362,33.9862828548928,"NG"
363,33.8982888404715,"NG"
364,33.8125355040947,"NG"
365,33.7795636436558,"NG"
366,33.6968037503209,"NG"
1,18.5357847616611,"TZ"
2,18.4060422686763,"TZ"
3,18.2797155313948,"TZ"
4,18.1568469141136,"TZ"
5,18.0374625034308,"TZ"
6,17.9215750295955,"TZ"
7,17.8091865949516,"TZ"
8,17.7002910993575,"TZ"
9,17.5948763180611,"TZ"
10,17.4929256306694,"TZ"
11,17.3944194254542,"TZ"
12,17.2993362161633,"TZ"
13,17.2076535130916,"TZ"
14,17.0355502811997,"TZ"
15,16.8689083706688,"TZ"
16,16.7873233332051,"TZ"
17,16.7095896216119,"TZ"
18,16.6360162037957,"TZ"
19,16.5668491618258,"TZ"
20,16.5022784547144,"TZ"
21,16.2793731056171,"TZ"
22,16.1426843515908,"TZ"
23,16.0920905095101,"TZ"
24,15.9650455436748,"TZ"
25,15.8423106706558,"TZ"
26,15.811430468611,"TZ"
27,15.7900764780568,"TZ"
28,15.7791464178227,"TZ"
29,15.7792112984442,"TZ"
30,15.79054879691,"TZ"
31,15.8131794663332,"TZ"
32,15.846905012865,"TZ"
33,15.8913473425049,"TZ"
34,15.9459869271357,"TZ"
35,16.010199143435,"TZ"
36,16.0832874977959,"TZ"
37,16.16451298113,"TZ"
38,16.2531191363263,"TZ"
39,16.3483527259245,"TZ"
40,16.449480134597,"TZ"
41,16.5557998215563,"TZ"
42,16.666651253869,"TZ"
43,16.7814208111773,"TZ"
44,16.8076616204667,"TZ"
45,16.8397915950899,"TZ"
46,16.7840831968298,"TZ"
47,16.7327966058811,"TZ"
48,16.6865733070247,"TZ"
49,16.6461285268888,"TZ"
50,16.6122523549997,"TZ"
51,16.5858085809912,"TZ"
52,16.5677305292709,"TZ"
53,16.559013097828,"TZ"
54,16.5607001728419,"TZ"
55,16.573866619016,"TZ"
56,16.5995941642849,"TZ"
57,16.6389407341825,"TZ"
58,16.692903168258,"TZ"
59,16.7623737786432,"TZ"
60,16.8480918777987,"TZ"
61,16.9505921663715,"TZ"
62,17.070152653144,"TZ"
63,17.2067454590449,"TZ"
64,17.3599942880998,"TZ"
65,17.5291423720907,"TZ"
66,17.770161236792,"TZ"
67,18.0700881518917,"TZ"
68,18.2664859781066,"TZ"
69,18.4747998129657,"TZ"
70,18.6940376725522,"TZ"
71,18.9230098071797,"TZ"
72,19.1603384017366,"TZ"
73,19.4372254795855,"TZ"
74,19.716304931927,"TZ"
75,19.9663156487614,"TZ"
76,20.2504156823602,"TZ"
77,20.5715194484174,"TZ"
78,20.9045967013109,"TZ"
79,21.1596690828165,"TZ"
80,21.417949018457,"TZ"
81,21.6788749108374,"TZ"
82,21.9418261354986,"TZ"
83,22.2061243639997,"TZ"
84,22.4710368852706,"TZ"
85,22.7357823597294,"TZ"
86,22.9995394569787,"TZ"
87,23.2614588221416,"TZ"
88,23.5206787807881,"TZ"
89,23.7763451209985,"TZ"
90,24.0276351777791,"TZ"
91,24.2737862874809,"TZ"
92,24.5141284810272,"TZ"
93,24.7481210561857,"TZ"
94,24.9753924349992,"TZ"
95,25.1957825157893,"TZ"
96,25.409386641542,"TZ"
97,25.6166004464282,"TZ"
98,25.9033411370423,"TZ"
99,26.199679048998,"TZ"
100,26.5037304238279,"TZ"
101,26.8124889238474,"TZ"
102,27.1225004881462,"TZ"
103,27.4303691102705,"TZ"
104,27.7330892530144,"TZ"
105,28.0282235025715,"TZ"
106,28.3139591389746,"TZ"
107,28.5890819193744,"TZ"
108,28.8529018635249,"TZ"
109,29.1051580849208,"TZ"
110,29.2619298524359,"TZ"
111,29.4153844697633,"TZ"
112,29.6087702843101,"TZ"
113,29.7566708288671,"TZ"
114,29.902230847703,"TZ"
115,30.0454792715516,"TZ"
116,30.2649690911782,"TZ"
117,30.4771263840299,"TZ"
118,30.6483174012599,"TZ"
119,30.7815700641237,"TZ"
120,30.9126495431976,"TZ"
121,31.0414856885302,"TZ"
122,31.1680244326609,"TZ"
123,31.2922306633251,"TZ"
124,31.414090241392,"TZ"
125,31.53361130768,"TZ"
126,31.6508250187558,"TZ"
127,31.7657831716951,"TZ"
128,31.8785399524073,"TZ"
129,31.9891131170665,"TZ"
130,32.1350002989887,"TZ"
131,32.2791679119259,"TZ"
132,32.3849121918094,"TZ"
133,32.4887921622163,"TZ"
134,32.59135647119,"TZ"
135,32.7748321948936,"TZ"
136,32.9597883200573,"TZ"
137,33.0713754486445,"TZ"
138,33.2280169043928,"TZ"
139,33.3933807353102,"TZ"
140,33.6001054931451,"TZ"
141,33.7851430820516,"TZ"
142,33.9854077833882,"TZ"
143,34.1962763279456,"TZ"
144,34.4419749887378,"TZ"
145,34.705083940999,"TZ"
146,34.9823285673573,"TZ"
147,35.2693386278039,"TZ"
148,35.561625078703,"TZ"
149,35.8555783241414,"TZ"
150,36.1486862674906,"TZ"
151,36.4388988483843,"TZ"
152,36.7352328551666,"TZ"
153,37.0317212112563,"TZ"
154,37.3343404530187,"TZ"
155,37.6390638083441,"TZ"
156,37.9443725769057,"TZ"
157,38.2490640218399,"TZ"
158,38.5522497735107,"TZ"
159,38.853302254123,"TZ"
160,39.1517895430774,"TZ"
161,39.4474170143775,"TZ"
162,39.7399814040186,"TZ"
163,40.0293385527048,"TZ"
164,40.3153811300337,"TZ"
165,40.5980241140221,"TZ"
166,40.8771952480549,"TZ"
167,41.1528291797746,"TZ"
168,41.4248641203014,"TZ"
169,41.6932395071234,"TZ"
170,41.9578949699138,"TZ"
171,42.2187694753729,"TZ"
172,42.4757999784504,"TZ"
173,42.7289239012492,"TZ"
174,42.9780796547825,"TZ"
175,43.2232071625039,"TZ"
176,43.4642480377352,"TZ"
177,43.7011454315726,"TZ"
178,43.9338441841957,"TZ"
179,44.1622910745957,"TZ"
180,44.3864347624655,"TZ"
181,44.6062264168346,"TZ"
182,44.8216200962681,"TZ"
183,45.0325722560796,"TZ"
184,45.2390416043052,"TZ"
185,45.4409890890669,"TZ"
186,45.638377869627,"TZ"
187,45.831173274185,"TZ"
188,46.019342747107,"TZ"
189,46.2028557879151,"TZ"
190,46.3816838840424,"TZ"
191,46.5558004390523,"TZ"
192,46.7251806977592,"TZ"
193,46.8898016694422,"TZ"
194,47.0496420501475,"TZ"
195,47.2046821448939,"TZ"
196,47.3549037904391,"TZ"
197,47.5002902791343,"TZ"
198,47.6408262843006,"TZ"
199,47.7764977874411,"TZ"
200,47.9072920075418,"TZ"
201,48.0331973326511,"TZ"
202,48.1542032538539,"TZ"
203,48.2703003017416,"TZ"
204,48.3814799854079,"TZ"
205,48.4877347339989,"TZ"
206,48.5890578408059,"TZ"
207,48.6854434098733,"TZ"
208,48.7768863050778,"TZ"
209,48.8633821016251,"TZ"
210,48.9449270399046,"TZ"
211,49.0215179816157,"TZ"
212,49.09315236811,"TZ"
213,49.1598281808524,"TZ"
214,49.2215439039265,"TZ"
215,49.2782984885062,"TZ"
216,49.3300913192021,"TZ"
217,49.3769221822016,"TZ"
218,49.4187912351345,"TZ"
219,49.455698978566,"TZ"
220,49.4876462290547,"TZ"
221,49.5146340936975,"TZ"
222,49.5366639915446,"TZ"
223,49.5537378421433,"TZ"
224,49.5658581313786,"TZ"
225,49.5730276007503,"TZ"
226,49.5752491478687,"TZ"
227,49.5945810452132,"TZ"
228,49.6087073713977,"TZ"
229,49.5991868614828,"TZ"
230,49.580509184925,"TZ"
231,49.5575959424861,"TZ"
232,49.523595709381,"TZ"
233,49.4909054678695,"TZ"
234,49.4537772330642,"TZ"
235,49.4122154643685,"TZ"
236,49.3662249037339,"TZ"
237,49.3158105251289,"TZ"
238,49.2609773711931,"TZ"
239,49.2017307203769,"TZ"
240,49.1380761480307,"TZ"
241,49.0700195333434,"TZ"
242,48.9975670668256,"TZ"
243,48.9207252584002,"TZ"
244,48.8395009461699,"TZ"
245,48.753901305948,"TZ"
246,48.6639338616352,"TZ"
247,48.569606496553,"TZ"
248,48.4709274658276,"TZ"
249,48.3679054099578,"TZ"
250,48.260549369692,"TZ"
251,48.1488688023585,"TZ"
252,48.0328735998159,"TZ"
253,47.9125741081749,"TZ"
254,47.7879811494943,"TZ"
255,47.6591060456309,"TZ"
256,47.5259606444608,"TZ"
257,47.3885573486659,"TZ"
258,47.2469091473265,"TZ"
259,47.1010296505027,"TZ"
260,46.950933127029,"TZ"
261,46.7966345456708,"TZ"
262,46.6381496197816,"TZ"
263,46.4754948555047,"TZ"
264,46.3086876034583,"TZ"
265,46.1377461136893,"TZ"
266,45.9626895934313,"TZ"
267,45.7835382669096,"TZ"
268,45.6003134359533,"TZ"
269,45.4130375395784,"TZ"
270,45.2217342098572,"TZ"
271,45.0264283202183,"TZ"
272,44.8271460207997,"TZ"
273,44.6239147533183,"TZ"
274,44.4167632351312,"TZ"
275,44.2057215482658,"TZ"
276,43.990821693335,"TZ"
277,43.7720976153287,"TZ"
278,43.5495841717622,"TZ"
279,43.3233163716974,"TZ"
280,43.0933281962406,"TZ"
281,42.8596507599282,"TZ"
282,42.6223108382168,"TZ"
283,42.3813298798814,"TZ"
284,42.1367215151267,"TZ"
285,41.8884878194382,"TZ"
286,41.6366141186199,"TZ"
287,41.3810617877359,"TZ"
288,41.1217601125945,"TZ"
289,40.8585952844258,"TZ"
290,40.5913962548605,"TZ"
291,40.3199172963828,"TZ"
292,40.0438172227664,"TZ"
293,39.7626358146553,"TZ"
294,39.4757690299678,"TZ"
295,39.1824462051216,"TZ"
296,38.8817147431003,"TZ"
297,38.5724405812741,"TZ"
298,38.25333541976,"TZ"
299,37.9230229590282,"TZ"
300,37.580154220547,"TZ"
301,37.2235742648154,"TZ"
302,36.8525285727594,"TZ"
303,36.466880022603,"TZ"
304,36.067295002142,"TZ"
305,35.6553524697764,"TZ"
306,35.1887904377248,"TZ"
307,34.5903668850123,"TZ"
308,34.0261227642745,"TZ"
309,33.2404459580421,"TZ"
310,32.3972608524651,"TZ"
311,31.5842489654351,"TZ"
312,30.8661021773453,"TZ"
313,30.2671814566404,"TZ"
314,29.7818461796471,"TZ"
315,29.3910295904011,"TZ"
316,29.0734538533176,"TZ"
317,28.8106046407907,"TZ"
318,28.5879945209742,"TZ"
319,28.3948498001058,"TZ"
320,28.2233469751451,"TZ"
321,28.0678568802671,"TZ"
322,27.924332969679,"TZ"
323,27.7898555762071,"TZ"
324,27.6623050535452,"TZ"
325,27.5401313040484,"TZ"
326,27.4221977383558,"TZ"
327,27.2843815160756,"TZ"
328,27.1715400084402,"TZ"
329,27.0610964613752,"TZ"
330,26.9253714942713,"TZ"
331,26.8177107090029,"TZ"
332,26.6497861774097,"TZ"
333,26.5092691655395,"TZ"
334,26.3665170531568,"TZ"
335,26.1809743606262,"TZ"
336,25.9853251921481,"TZ"
337,25.7784215091074,"TZ"
338,25.5590619793469,"TZ"
339,25.3260284535973,"TZ"
340,25.0781432983806,"TZ"
341,24.8143536512119,"TZ"
342,24.5338485668783,"TZ"
343,24.2362112530715,"TZ"
344,23.9216031682024,"TZ"
345,23.5909655146284,"TZ"
346,23.2462061277821,"TZ"
347,22.8903169543387,"TZ"
348,22.5273437180469,"TZ"
349,22.1621144922689,"TZ"
350,21.7996582553667,"TZ"
351,21.4447092609627,"TZ"
352,21.2894102972628,"TZ"
353,21.0375805738732,"TZ"
354,20.6984686487677,"TZ"
355,20.45664931644,"TZ"
356,20.1407414240761,"TZ"
357,19.9108042352943,"TZ"
358,19.6846169494612,"TZ"
359,19.5316104392119,"TZ"
360,19.3809384082818,"TZ"
361,19.2327883292342,"TZ"
362,19.0873448473856,"TZ"
363,18.9447804949269,"TZ"
364,18.805249013333,"TZ"
365,18.6688814551571,"TZ"
366,18.5357847616611,"TZ"
